,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
4100,-73.99681854248048,40.7255859375,-74.00888061523438,40.73252487182617
4232,-74.00154876708984,40.745948791503906,-73.98235321044923,40.77519226074219
4483,-73.97727966308595,40.764408111572266,-73.98091888427734,40.75040817260742
4607,-73.98712158203125,40.75637817382813,-73.87359619140625,40.77259826660156
4966,-74.0153045654297,40.71456527709961,-73.9905776977539,40.755943298339844
5354,-73.98404693603516,40.766426086425774,-73.96701049804686,40.75725173950195
5363,-74.00202178955078,40.74017333984375,-73.98770141601562,40.73802947998047
5405,-73.98976135253906,40.771400451660156,-74.0017852783203,40.72444915771485
5458,-73.98808288574219,40.73747634887695,-73.98661804199219,40.75841522216797
5564,-73.97779846191406,40.78672409057617,-73.97084045410156,40.79579544067383
5595,-73.98822784423827,40.725601196289055,-73.98899078369139,40.76753616333008
5759,-73.9991683959961,40.74424362182617,-73.99227142333984,40.727363586425774
5858,-73.96575927734375,40.76337814331055,-73.96170043945312,40.757728576660156
5916,-73.98802947998048,40.75443649291992,-73.98057556152342,40.74232482910156
6279,-73.97109985351562,40.75083923339844,-73.98506927490234,40.73221206665039
6340,-73.96585845947266,40.76565170288085,-73.95851135253906,40.770652770996094
6390,-73.97370910644531,40.7632064819336,-73.96585845947266,40.75997543334961
6818,-73.95213317871094,40.77313232421875,-73.93890380859375,40.80517959594727
7622,-73.95684814453125,40.777610778808594,-73.93952941894531,40.8047981262207
7680,-73.95511627197266,40.78888320922852,-73.95703125,40.77517318725585
7776,-73.9737319946289,40.75483703613281,-73.98259735107422,40.74234390258789
7786,-73.9905014038086,40.75777816772461,-73.9903793334961,40.73286819458008
7829,-73.99049377441406,40.74613952636719,-74.0004653930664,40.74449920654297
7876,-73.99468231201173,40.73443222045898,-74.00186157226562,40.728382110595696
7878,-73.99893188476562,40.72271728515625,-74.0071029663086,40.70544815063477
7968,-73.9795913696289,40.74375534057617,-73.98412322998048,40.72147750854492
8342,-73.95870208740234,40.78068923950195,-73.9544906616211,40.76585006713867
8413,-73.94937133789062,40.77096176147461,-73.9569091796875,40.774879455566406
8471,-73.97076416015625,40.75152587890625,-73.98037719726562,40.73525619506836
8636,-74.00051879882812,40.7424201965332,-73.99198150634766,40.74330139160156
8749,-73.96685791015625,40.75870132446289,-73.99266052246094,40.74129104614258
8903,-73.99616241455078,40.75350570678711,-74.00604248046875,40.73938369750977
8919,-73.98367309570312,40.743499755859375,-73.950439453125,40.77957153320313
8962,-73.98606872558594,40.71799850463867,-73.94338989257811,40.741371154785156
9136,-73.96815490722656,40.7996482849121,-73.93936157226562,40.80514144897461
9448,-73.97316741943358,40.74441909790039,-73.95770263671875,40.7812728881836
9497,-73.99501037597656,40.72554016113281,-73.96910858154298,40.76147079467773
9505,-73.9721145629883,40.78659439086913,-73.97974395751955,40.77873992919922
9826,-73.98255157470702,40.77740097045898,-73.94746398925781,40.80520629882813
9934,-73.97313690185547,40.754432678222656,-73.97864532470702,40.72967529296875
9944,-73.9590835571289,40.78053665161133,-73.94441223144531,40.82400894165039
10019,-73.96990966796875,40.76303482055664,-74.0040054321289,40.738105773925774
10224,-73.98566436767578,40.74692153930664,-74.00123596191406,40.746490478515625
10300,-74.00811004638672,40.72962951660156,-73.994873046875,40.75019073486328
10305,-73.99578857421875,40.690589904785156,-73.9766616821289,40.6870002746582
10673,-73.7816390991211,40.64479064941406,-73.99650573730467,40.73198318481445
11108,-73.98439788818358,40.74551010131836,-73.9866943359375,40.73786544799805
11226,-74.00746154785155,40.72595977783203,-73.99038696289062,40.73943710327149
11233,-73.97278594970702,40.74466323852539,-73.98253631591797,40.72312545776367
11300,-73.98574829101562,40.74816131591797,-73.99362182617188,40.75492858886719
11342,-73.97364044189453,40.74799728393555,-73.99335479736328,40.72237777709961
11509,-74.0079345703125,40.72400665283203,-73.9947738647461,40.75023651123047
11989,-73.86363220214845,40.77022171020508,-73.98052978515625,40.789466857910156
12163,-73.99456787109375,40.7188835144043,-73.97834014892578,40.74557113647461
12187,-73.97882080078125,40.7411003112793,-73.98622131347656,40.74010467529297
12191,-73.98528289794923,40.74725341796875,-73.86504364013672,40.77047348022461
12427,-74.0076904296875,40.74093627929688,-73.98700714111328,40.75930404663085
12515,-73.98883819580078,40.77437210083008,-73.98634338378906,40.74042510986328
12557,-73.9673843383789,40.80294418334961,-73.96027374267578,40.81324005126953
12744,-73.98548126220702,40.727298736572266,-73.95509338378906,40.68272018432617
12750,-73.9842529296875,40.77995681762695,-73.9679183959961,40.80463409423828
12769,-73.9722671508789,40.753578186035156,-73.98239135742188,40.77257919311523
13037,-74.01001739501955,40.72007369995117,-73.98722076416014,40.73004531860352
13731,-73.97126770019531,40.763954162597656,-73.96210479736328,40.7677116394043
13761,-73.96112823486328,40.78029251098633,-73.969970703125,40.76805877685547
13772,-73.99893188476562,40.74455642700195,-73.99130249023438,40.74459457397461
13919,-73.97315216064453,40.75835418701172,-73.95845794677734,40.77256774902344
14129,-73.99103546142578,40.730079650878906,-73.97584533691406,40.74982070922852
14165,-73.78986358642578,40.64685821533203,-73.95384216308594,40.80464553833008
14263,-74.0113296508789,40.71480941772461,-73.9786605834961,40.720951080322266
14474,-73.97105407714845,40.755531311035156,-73.96968078613281,40.78494644165039
14995,-73.99221801757811,40.76896286010742,-73.91194915771484,40.886009216308594
15201,-73.9543685913086,40.76396942138672,-73.94481658935547,40.78823471069336
15456,-73.99229431152342,40.715232849121094,-73.97612762451173,40.68693542480469
15910,-73.97061920166014,40.76734161376953,-73.96244812011719,40.76351165771485
15985,-73.96853637695312,40.7618522644043,-73.97791290283203,40.726051330566406
16142,-73.96288299560547,40.77812957763672,-73.95337677001955,40.7675666809082
16395,-73.97774505615234,40.7563591003418,-73.98649597167969,40.669258117675774
16478,-73.96096801757811,40.7783203125,-73.98628997802734,40.73064041137695
16535,-73.97022247314453,40.75830078125,-73.98404693603516,40.76485061645508
16924,-73.98460388183594,40.74848937988281,-73.99092102050781,40.727821350097656
17012,-73.98001098632812,40.75173950195313,-73.93060302734375,40.62794876098633
17242,-73.98826599121094,40.75420379638672,-73.98827362060547,40.73151397705078
17317,-73.98190307617188,40.7686767578125,-73.96216583251955,40.7676887512207
17342,-74.00288391113281,40.76044845581055,-73.99332427978516,40.75200653076172
17403,-74.00215148925781,40.72956085205078,-73.98956298828125,40.72085571289063
17458,-73.9817123413086,40.73263931274415,-74.01129150390625,40.71512985229492
17608,-73.97319030761719,40.76411056518555,-73.98137664794923,40.7805290222168
17714,-73.98377990722656,40.75583267211913,-73.95482635498048,40.780521392822266
17719,-73.95783233642578,40.76861953735352,-73.9510726928711,40.77920913696289
17994,-73.98284912109375,40.76680374145508,-73.98208618164062,40.770355224609375
18178,-73.99214935302734,40.73794174194336,-73.95172119140625,40.77349090576172
18773,-73.97315216064453,40.754558563232415,-73.98734283447266,40.72532272338867
19164,-73.99456024169923,40.7205467224121,-73.98665618896483,40.73413848876953
19190,-73.98306274414062,40.76094055175781,-73.98282623291014,40.74208068847656
19454,-73.88546752929686,40.77306365966797,-73.99876403808595,40.728214263916016
19599,-73.97195434570312,40.75689697265625,-74.00365447998048,40.73223876953125
19770,-73.99224090576173,40.75481033325195,-73.98056030273438,40.748291015625
20055,-73.99024963378906,40.75745010375977,-73.98902130126955,40.726898193359375
20112,-74.00391387939453,40.74307632446289,-73.97293853759766,40.786781311035156
20225,-73.9509506225586,40.77920150756836,-73.9925079345703,40.74272918701172
20394,-73.99808502197266,40.74076843261719,-73.94282531738281,40.70123672485352
20727,-73.96424102783203,40.75652313232422,-73.9811248779297,40.76159286499024
20729,-73.97248077392578,40.75342178344727,-73.94686889648438,40.78242111206055
20748,-73.9754180908203,40.78794860839844,-73.96566772460938,40.790199279785156
21047,-73.99022674560547,40.75126647949219,-73.96176147460938,40.76197052001953
21053,-73.97393035888672,40.7629280090332,-73.98384094238281,40.75700378417969
21346,-73.95928192138672,40.814720153808594,-73.96322631835938,40.811119079589844
21501,-73.95954132080078,40.77079391479492,-73.96979522705078,40.7646369934082
21706,-73.98268127441406,40.76221084594727,-73.99150085449219,40.749942779541016
21999,-73.95885467529298,40.76758575439453,-73.96131896972656,40.766761779785156
22181,-73.98860931396483,40.748291015625,-73.98268127441406,40.7619514465332
22337,-73.99580383300781,40.73789596557617,-73.97077941894531,40.755821228027344
22456,-73.99105834960938,40.75143814086913,-73.97408294677734,40.74296188354492
22614,-73.95791625976562,40.7734375,-73.9749755859375,40.720039367675774
22742,-73.97177124023438,40.794654846191406,-73.94561767578125,40.80736923217773
23152,-73.98244476318358,40.77811813354492,-73.95070648193358,40.77177810668945
23295,-74.00959014892578,40.71073532104492,-73.94322967529298,40.826038360595696
23422,-74.00212097167969,40.715240478515625,-73.98915100097656,40.72772979736328
23538,-73.98094940185547,40.75852584838867,-73.97777557373048,40.774452209472656
23556,-73.94915771484375,40.828479766845696,-73.94291687011719,40.810882568359375
23570,-73.98506164550781,40.72820281982422,-73.99459838867188,40.72160339355469
23845,-74.00005340576173,40.73479080200195,-73.98990631103516,40.73488998413085
23877,-73.95149993896483,40.77001953125,-73.9680404663086,40.76236343383789
24150,-73.98884582519531,40.77429962158203,-73.97442626953125,40.79357147216797
24372,-73.99851989746094,40.735008239746094,-73.9883804321289,40.75893783569336
24487,-73.94222259521484,40.75414276123047,-73.88603210449219,40.76458358764648
24732,-73.9496536254883,40.77657699584961,-73.93885040283203,40.804969787597656
24767,-73.9379653930664,40.84782409667969,-73.9433364868164,40.83953857421875
25158,-73.98538970947266,40.73971176147461,-73.99758911132812,40.75657272338867
25428,-73.98377227783203,40.76112747192383,-74.01053619384766,40.71752548217773
25668,-73.99132537841797,40.68940353393555,-73.98651123046875,40.66761016845703
25673,-73.98023223876955,40.745849609375,-74.00428009033203,40.74256896972656
25720,-73.9447250366211,40.77935028076172,-73.9504623413086,40.77310180664063
25729,-73.9763946533203,40.74383163452149,-73.9864730834961,40.72185516357422
25758,-73.98489379882812,40.75419235229492,-73.97077178955078,40.79765319824219
25882,-73.95403289794923,40.765968322753906,-73.96617889404298,40.76800155639648
25911,-73.94291687011719,40.701263427734375,-73.94425964355469,40.68484497070313
26149,-73.9693603515625,40.75722885131836,-73.9879379272461,40.77132034301758
26403,-73.95824432373048,40.69063186645508,-73.9778823852539,40.68517303466797
26436,-73.78199768066406,40.644695281982415,-73.85696411132812,40.570964813232415
26538,-73.98462677001955,40.75432205200195,-73.97469329833984,40.7541618347168
26608,-73.98219299316406,40.74306869506836,-73.96796417236328,40.75717544555664
27170,-73.97860717773438,40.68372344970703,-73.99124908447266,40.74507522583008
27211,-73.99323272705078,40.73326873779297,-73.99154663085938,40.748966217041016
27315,-73.9749755859375,40.78753662109375,-73.97930145263672,40.77684783935547
27350,-73.9759063720703,40.76022338867188,-73.98755645751955,40.7415885925293
27389,-73.99597930908203,40.7541389465332,-73.99610137939453,40.73878860473633
27472,-73.9816665649414,40.76802062988281,-73.98677825927734,40.76136016845703
27833,-73.95670318603516,40.770713806152344,-73.99236297607422,40.74280548095703
27962,-73.96793365478516,40.75988006591797,-73.98298645019531,40.771827697753906
28015,-73.97180938720702,40.75956726074219,-73.9882583618164,40.7373046875
28031,-73.98560333251955,40.74470520019531,-74.00794219970702,40.73819351196289
28207,-73.98038482666014,40.76579666137695,-73.96025085449219,40.78155517578125
28325,-74.00875854492188,40.7317008972168,-74.00807189941406,40.737468719482415
28531,-73.9939956665039,40.74614334106445,-73.98069763183594,40.74343872070313
28663,-73.98957061767578,40.74744033813477,-73.9917984008789,40.74871444702149
28790,-73.96515655517578,40.80598831176758,-73.992919921875,40.74876022338867
28915,-73.96192932128906,40.77058410644531,-73.971435546875,40.75259780883789
28930,-74.0136489868164,40.70978927612305,-73.99696350097656,40.732521057128906
29035,-73.98843383789062,40.76390075683594,-73.97423553466798,40.73160171508789
29053,-74.00640869140625,40.75149154663085,-73.98052215576173,40.73391723632813
29103,-73.9852294921875,40.74760055541992,-74.00209045410156,40.75192642211913
29417,-73.9900131225586,40.68729019165039,-73.9840316772461,40.680335998535156
29825,-73.96861267089844,40.76137924194336,-73.98242950439453,40.73128509521485
29833,-73.97430419921875,40.74911117553711,-73.97756958007811,40.73532485961913
29883,-73.97657012939453,40.75149154663085,-73.9746551513672,40.74184799194336
29919,-73.9828872680664,40.76365280151367,-73.99024200439453,40.75156021118164
30007,-73.94631958007811,40.77274703979492,-73.95489501953125,40.779205322265625
30106,-73.988037109375,40.749454498291016,-73.99624633789062,40.762542724609375
30419,-73.99016571044923,40.75645446777344,-74.01790618896483,40.709320068359375
30507,-73.97071838378906,40.751808166503906,-73.99361419677734,40.745750427246094
30557,-73.95858001708984,40.80007553100585,-73.97433471679686,40.788589477539055
30662,-73.79023742675781,40.64406204223633,-73.95767974853516,40.57708358764648
30829,-73.99211883544923,40.73809051513672,-74.01078033447266,40.72359085083008
31121,-74.00116729736328,40.73673629760742,-73.99714660644531,40.73252868652344
31456,-73.9688491821289,40.76667022705078,-73.96330261230467,40.76911163330078
31536,-73.97423553466798,40.76246643066406,-73.97871398925781,40.75421142578125
31929,-73.98191833496094,40.74600601196289,-73.95354461669923,40.778568267822266
32026,-73.9625473022461,40.77016067504883,-73.97030639648438,40.76396560668945
32048,-73.78800201416014,40.6414909362793,-73.98204803466798,40.73944091796875
32456,-73.98082733154298,40.76456832885742,-73.98301696777342,40.76660919189453
32504,-73.98204040527344,40.765323638916016,-73.98603057861328,40.756797790527344
32628,-73.99578094482422,40.7644157409668,-73.98320770263672,40.76298904418945
32847,-73.93936157226562,40.8018798828125,-73.95257568359375,40.789344787597656
32961,-73.98897552490234,40.72168350219727,-73.99940490722656,40.738594055175774
33127,-73.9496536254883,40.82767868041992,-73.99190521240234,40.723819732666016
33195,-73.97195434570312,40.76312255859375,-73.96122741699219,40.7774543762207
33530,-73.97915649414062,40.75244522094727,-73.99984741210938,40.73866271972656
33780,-73.95337677001955,40.77933120727539,-73.96235656738281,40.76348114013672
33883,-73.9821014404297,40.77835083007813,-73.97969818115234,40.763450622558594
33951,-74.00992584228516,40.705039978027344,-73.95238494873048,40.771183013916016
33975,-73.9652099609375,40.714168548583984,-73.94930267333984,40.72825622558594
34348,-73.9675521850586,40.75658798217773,-73.97378540039062,40.74781799316406
34538,-73.96299743652342,40.76921081542969,-73.96739196777344,40.76911926269531
34571,-74.00121307373048,40.73130798339844,-74.00540161132812,40.7459373474121
34637,-73.981689453125,40.73688125610352,-73.99573516845702,40.742469787597656
35314,-73.97312927246094,40.74421691894531,-73.98492431640625,40.74614334106445
35587,-73.99195861816406,40.720157623291016,-73.99053192138672,40.74445724487305
35624,-73.97840881347656,40.75687026977539,-73.9826889038086,40.7509994506836
35678,-73.97869110107422,40.740928649902344,-73.9929962158203,40.74292755126953
35731,-73.98579406738281,40.7456283569336,-73.97903442382812,40.74058151245117
35875,-73.988037109375,40.7485580444336,-74.00511169433594,40.741065979003906
36112,-73.96372985839844,40.77422332763672,-73.95309448242188,40.77673721313477
36122,-73.96772766113281,40.76573181152344,-73.94766235351562,40.77513122558594
36332,-73.99214935302734,40.73803329467773,-73.9851303100586,40.72746276855469
36481,-73.98731994628906,40.73310089111328,-73.978759765625,40.72967147827149
36654,-73.97628021240234,40.74382400512695,-73.99054718017578,40.734657287597656
36769,-73.98732757568358,40.74812316894531,-73.87216186523438,40.72870635986328
37358,-73.98579406738281,40.75794219970703,-73.97043609619139,40.76192092895508
37367,-73.9887466430664,40.748046875,-73.95935821533203,40.76301574707031
37404,-73.98222351074219,40.77687454223633,-73.97794342041014,40.764156341552734
37683,-73.9778823852539,40.74216079711913,-73.97727203369139,40.734962463378906
37948,-74.0018310546875,40.721439361572266,-73.98751831054686,40.71971893310547
37974,-74.01319122314453,40.70243453979492,-74.0016098022461,40.74919891357422
37981,-73.97838592529298,40.777996063232415,-73.95004272460938,40.78445434570313
38012,-73.99514770507811,40.75378036499024,-73.9534683227539,40.77936935424805
38177,-73.9927749633789,40.751258850097656,-73.95294189453125,40.76657104492188
38387,-74.00508117675781,40.740966796875,-73.9822769165039,40.772136688232415
38626,-73.9877395629883,40.73239517211913,-73.97505950927734,40.75155258178711
38652,-73.97576141357422,40.7582893371582,-73.95289611816406,40.775962829589844
38774,-73.98830413818358,40.72316360473633,-73.98411560058595,40.72926330566406
38931,-73.96974945068358,40.78535842895508,-73.94596099853516,40.78159713745117
38942,-73.98440551757811,40.743160247802734,-73.99394226074219,40.70985794067383
39103,-73.96317291259766,40.77768325805664,-73.9527359008789,40.78501892089844
39254,-73.96268463134766,40.76648330688477,-73.94768524169923,40.77634048461913
39319,-73.97218322753906,40.74750900268555,-73.96591186523438,40.76015853881836
39531,-73.94795989990234,40.77609252929688,-73.9744873046875,40.78318786621094
39738,-73.87453460693358,40.774085998535156,-74.00642395019531,40.70834732055664
40007,-73.99415588378906,40.75113296508789,-73.98780822753906,40.75978469848633
40049,-73.98564147949219,40.74713897705078,-73.98944091796875,40.72934341430664
40478,-73.97975158691406,40.7302360534668,-73.98828887939453,40.72786712646485
40523,-73.98580932617188,40.726806640625,-74.00238037109375,40.74221420288085
40550,-73.97171020507811,40.75849533081055,-73.97023010253906,40.75712585449219
40668,-73.97077941894531,40.75577926635742,-73.9844741821289,40.75910949707031
41011,-74.00090789794923,40.73183059692383,-73.97840881347656,40.7294807434082
41075,-73.78186798095702,40.64476013183594,-73.98551940917969,40.7522087097168
41102,-73.94801330566406,40.77463912963867,-73.9623794555664,40.763050079345696
41767,-73.98477172851562,40.759101867675774,-73.92803192138672,40.82392501831055
41832,-73.97750091552734,40.76462936401367,-73.99474334716798,40.72600936889648
41944,-73.95413970947266,40.7816276550293,-73.9527816772461,40.78602600097656
42009,-73.95568084716798,40.77363586425781,-73.97474670410156,40.78319549560547
42086,-73.917236328125,40.74317169189453,-73.93943786621094,40.75048065185547
42462,-73.97241973876955,40.75872421264648,-73.95484924316406,40.76755142211913
42807,-73.97594451904298,40.733264923095696,-73.98030853271484,40.74281692504883
42911,-73.98934173583984,40.6931037902832,-73.99108123779298,40.751224517822266
43066,-73.97388458251955,40.75442123413085,-73.97703552246094,40.746971130371094
43797,-73.98579406738281,40.759681701660156,-73.97773742675781,40.74965286254883
43799,-73.9805145263672,40.75986099243164,-73.9698257446289,40.765869140625
43895,-73.97866821289062,40.75652313232422,-73.98399353027342,40.72226333618164
44135,-73.98812103271484,40.73771667480469,-73.9574203491211,40.7752685546875
44225,-73.97434234619139,40.74241256713867,-73.95232391357422,40.781211853027344
44284,-74.00770568847656,40.70727157592773,-73.95813751220702,40.64665222167969
44437,-73.96870422363281,40.75788879394531,-73.98084259033203,40.7796630859375
44810,-73.96233367919923,40.779121398925774,-73.98571014404298,40.76123046875
44850,-73.98728942871094,40.76601028442383,-73.98287200927734,40.77576446533203
44899,-74.00176239013672,40.73244094848633,-74.0056381225586,40.745582580566406
44939,-73.99159240722656,40.764591217041016,-74.00530242919923,40.74112319946289
45009,-73.99282836914062,40.75297164916992,-73.99734497070312,40.72895812988281
45079,-73.96747589111328,40.77199935913085,-73.9805679321289,40.74786376953125
45107,-73.98643493652342,40.76002883911133,-73.9789505004883,40.752628326416016
45197,-73.99982452392578,40.73776245117188,-73.9580078125,40.76285171508789
45214,-73.97528076171875,40.74568176269531,-73.96562194824219,40.754642486572266
45322,-74.0013198852539,40.73915481567383,-73.9875717163086,40.71989822387695
45401,-73.98379516601562,40.76530838012695,-73.98055267333984,40.774917602539055
45460,-73.98738861083984,40.72001266479492,-73.98321533203125,40.76445770263672
45509,-73.98339080810547,40.76683044433594,-73.99702453613281,40.7148666381836
45651,-74.00386810302734,40.72571182250977,-73.98899078369139,40.72760009765625
45756,-73.97864532470702,40.73656845092773,-73.95307159423827,40.77937698364258
45934,-73.97933197021484,40.74964141845703,-73.9696044921875,40.75763320922852
45991,-73.966796875,40.76419067382813,-73.97293853759766,40.75468826293945
46058,-73.97708892822266,40.75434875488281,-73.96453094482422,40.77299118041992
46083,-73.99713897705078,40.76258087158203,-73.99495697021484,40.74504089355469
46373,-73.98571014404298,40.74726867675781,-73.98876190185547,40.74042892456055
46496,-74.00539398193358,40.719276428222656,-73.95890808105469,40.6867561340332
46580,-73.9700927734375,40.75693130493164,-73.98979187011719,40.73847961425781
46664,-73.98966217041014,40.767478942871094,-73.98330688476562,40.77349472045898
47068,-73.99507904052734,40.73054122924805,-73.99005889892578,40.75688171386719
47376,-73.86361694335938,40.76976013183594,-73.94088745117188,40.75152969360352
47382,-73.98150634765625,40.72464370727539,-73.94061279296875,40.72527313232422
47436,-73.98892974853516,40.74114990234375,-73.96096038818358,40.76673889160156
47615,-73.95964050292969,40.77096176147461,-73.96807861328125,40.765380859375
47618,-73.96134948730467,40.80635070800781,-73.98369598388672,40.75294876098633
47698,-73.95319366455078,40.77157974243164,-73.95152282714845,40.76648330688477
47702,-73.96233367919923,40.75901794433594,-73.97984313964845,40.75474548339844
47816,-73.96007537841797,40.76216506958008,-73.94940948486328,40.77666473388672
48166,-73.98053741455078,40.7635154724121,-73.97880554199219,40.75432586669922
48257,-73.98782348632812,40.7646369934082,-73.99091339111328,40.72673797607422
48314,-73.97775268554686,40.78634262084961,-73.95867156982422,40.76583480834961
48324,-73.98807525634766,40.743385314941406,-73.99856567382812,40.73051452636719
48398,-73.98240661621094,40.76782989501953,-73.98937225341797,40.72617721557617
48494,-73.96053314208984,40.77571105957031,-73.970458984375,40.751949310302734
48548,-73.97124481201173,40.751224517822266,-74.00517272949219,40.74087142944336
48642,-73.9759750366211,40.72862243652344,-73.98370361328125,40.73785018920898
48898,-73.96774291992188,40.76227188110352,-74.0162811279297,40.710365295410156
48959,-74.01225280761719,40.7194938659668,-73.99665832519531,40.75833511352539
48995,-74.00408935546875,40.721961975097656,-73.99367523193358,40.72116470336913
49045,-73.98249053955078,40.73965835571289,-74.00430297851562,40.73614883422852
49065,-73.99053955078125,40.73060989379883,-73.95670318603516,40.74782943725585
49951,-73.98311614990234,40.76908493041992,-73.99845123291014,40.72990417480469
49998,-73.97570037841797,40.78947830200195,-73.98213958740234,40.77563095092773
50246,-74.00446319580078,40.73090744018555,-73.95222473144531,40.77298355102539
50341,-73.99127960205078,40.74996566772461,-73.98573303222656,40.75244140625
50585,-73.98223876953125,40.7310791015625,-73.98316192626955,40.7242317199707
50723,-73.9976806640625,40.72303009033203,-73.98928833007811,40.72108840942383
50787,-73.98413848876955,40.76184844970703,-73.98091888427734,40.76060104370117
50885,-73.78206634521484,40.64462661743164,-73.98353576660156,40.7670783996582
50899,-73.95525360107422,40.78866195678711,-73.97480773925781,40.78714370727539
51309,-73.97374725341797,40.68769454956055,-73.98662567138672,40.70278930664063
51662,-73.9866485595703,40.72565841674805,-73.95256805419923,40.7768783569336
51723,-73.96887969970702,40.75446319580078,-73.98164367675781,40.7579345703125
52011,-73.9695816040039,40.756980895996094,-73.9576873779297,40.77785110473633
52603,-74.00218200683594,40.73358154296875,-73.99214935302734,40.76430892944336
52657,-73.99005889892578,40.76068115234375,-73.97146606445312,40.757850646972656
52861,-73.87446594238281,40.7739486694336,-73.95879364013672,40.76396560668945
52899,-73.9720001220703,40.7570686340332,-73.98664093017578,40.76342010498047
53000,-73.98190307617188,40.77627944946289,-73.97625732421875,40.78828811645508
53481,-73.99398040771484,40.735435485839844,-74.00355529785155,40.72998809814453
53718,-73.97357177734375,40.75812911987305,-73.9576187133789,40.78234481811523
53961,-73.97721099853516,40.74312973022461,-73.98171997070312,40.77791976928711
53979,-73.95649719238281,40.77486038208008,-73.95194244384766,40.76617431640625
53989,-73.98138427734375,40.75346374511719,-73.98213195800781,40.772403717041016
54173,-73.99819946289062,40.72283172607422,-73.98700714111328,40.72961807250977
54242,-73.94598388671875,40.77736282348633,-73.9785614013672,40.72452926635742
54727,-73.98582458496094,40.75881958007813,-73.99540710449219,40.72431564331055
55226,-74.00547790527344,40.74084091186523,-73.9783477783203,40.76311111450195
55335,-74.0054702758789,40.750877380371094,-74.00167083740234,40.74590301513672
55350,-73.99798583984375,40.74045181274415,-74.0028076171875,40.74399185180664
55619,-73.97872161865234,40.75089645385742,-73.98609924316406,40.76648330688477
55818,-73.9705352783203,40.75899124145508,-73.9676284790039,40.79197311401367
55821,-73.99000549316406,40.7409782409668,-74.00054931640625,40.742271423339844
55880,-73.98822021484375,40.7692985534668,-73.9818801879883,40.77543640136719
56036,-73.97069549560547,40.7558479309082,-73.99163818359375,40.74906921386719
56327,-73.98820495605469,40.722938537597656,-74.00477600097656,40.728511810302734
56509,-73.97650909423827,40.7541389465332,-73.99878692626955,40.73905944824219
56589,-73.98795318603516,40.76499938964844,-73.95329284667969,40.77341842651367
56656,-73.98542022705078,40.75679016113281,-73.99764251708984,40.76140975952149
56752,-73.98111724853516,40.7249870300293,-73.97874450683594,40.74482345581055
56793,-73.97752380371094,40.763648986816406,-73.96870422363281,40.7600212097168
56817,-73.96983337402342,40.750579833984375,-73.99227142333984,40.75568008422852
56828,-73.9681625366211,40.76793670654297,-73.95042419433594,40.771400451660156
57001,-73.98399353027342,40.73753356933594,-74.01185607910156,40.704673767089844
57004,-73.9667739868164,40.77000427246094,-73.96713256835938,40.76997756958008
